x, y
100.09317204217588, 0.0010601051433526687
104.87212137211361, -0.002603652918541005
109.98260788546051, 0.003908731234079449
114.58453033526406, 0.005304861525120608
119.76411944655807, 0.015979621700720842
124.82491420407783, 0.016408866728090638
129.61473360560274, 0.015251205896699371
134.9837725359877, 0.003262695788846137
139.57327204683446, 0.0012682239445016563
144.79711787816203, -0.025618123678933374
149.4681429259127, -0.08222210178310119
154.7929251362641, -0.16982710964175385
159.58973244095222, -0.24379600021679043
165.95493578893428, -0.2019641211858436
170.60033852508656, -0.04319982656766572
173.84350202649193, 0.08365291854100049
178.9438949019364, 0.2597170885046881
184.71590291473206, 0.30275865806731345
189.9281022407876, 0.2672440518129099
194.53157755796076, 0.2718486802883313
199.88896998307374, 0.20594005744946076
204.70518812988183, 0.17462251368489518
208.77991210770688, 0.1458154029591892
220.1111853036632, 0.08001083952089316
229.1100517104834, 0.051815077773562424
239.23319409289252, 0.031861687713403086
249.58538441231732, 0.023497913392228065
259.2271379101511, 0.01853341282315321
279.15042626209294, 0.010507831553845326
298.9440501886734, 0.0062847542138637635